HousingPI22_GEOID,HousingPI22_Metro Name,HousingPI22_GEOID.1,HousingPI22_1980,HousingPI22_1981,HousingPI22_1982,HousingPI22_1983,HousingPI22_1984,HousingPI22_1985,HousingPI22_1986,HousingPI22_1987,HousingPI22_1988,HousingPI22_1989,HousingPI22_1990,HousingPI22_1991,HousingPI22_1992,HousingPI22_1993,HousingPI22_1994,HousingPI22_1995,HousingPI22_1996,HousingPI22_1997,HousingPI22_1998,HousingPI22_1999,HousingPI22_2000,HousingPI22_2001,HousingPI22_2002,HousingPI22_2003,HousingPI22_2004,HousingPI22_2005,HousingPI22_2006,HousingPI22_2007,HousingPI22_2008,HousingPI22_2009,HousingPI22_2010,HousingPI22_2011,HousingPI22_2012,HousingPI22_2013,HousingPI22_2014,HousingPI22_2015,HousingPI22_2016,HousingPI22_2017,HousingPI22_2018,HousingPI22_2019,HousingPI22_2020,HousingPI22_2021,HousingPI22_2022
18140,"Columbus, OH",18140,2.7,2.7,2.7,2.5,2.5,2.4,2.4,2.4,2.5,2.6,2.6,2.6,2.8,2.7,2.7,2.7,2.8,2.9,2.9,2.8,2.8,2.9,3.0,3.0,3.0,3.1,2.9,2.8,2.6,2.5,2.6,2.4,2.5,2.6,2.7,2.8,2.9,3.0,3.1,3.2,3.5,3.8,4.1
18700,"Corvallis, OR",18700,3.8,3.4,3.2,3.1,2.9,2.7,2.6,2.5,2.4,2.5,2.7,2.9,3.2,3.5,3.8,3.9,3.9,3.9,3.9,3.9,4.0,4.2,4.4,4.4,4.7,5.1,5.6,5.8,5.8,5.7,5.6,5.2,5.2,5.3,5.5,5.7,6.0,6.1,6.0,6.2,6.4,7.6,9.1
16060,"Carbondale-Marion, IL",16060,2.7,2.6,2.3,2.2,2.1,2.1,2.1,2.2,2.3,2.3,2.2,2.2,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.2,2.3,2.4,2.4,2.3,2.4,2.5,2.5,2.4,2.3,2.3,2.2,2.2,2.2,2.1,2.2,2.3,2.4,2.5,2.6,2.5,2.5,2.7,3.1
18880,"Crestview-Fort Walton Beach-Destin, FL",18880,4.3,4.0,4.0,3.9,3.7,3.6,3.5,3.4,3.4,3.3,3.3,3.2,3.3,3.4,3.4,3.4,3.4,3.4,3.3,3.3,3.3,3.4,3.5,3.7,4.3,5.5,5.7,5.2,4.6,4.3,4.1,3.9,3.6,3.6,3.4,4.3,4.4,4.4,4.5,4.4,5.1,5.7,6.2
17780,"College Station-Bryan, TX",17780,4.3,4.3,4.4,4.3,4.3,4.3,4.3,4.0,3.6,3.4,3.3,3.4,3.5,3.5,3.6,3.5,3.5,3.3,3.3,3.3,3.3,3.5,3.6,3.7,3.8,3.8,3.7,3.7,3.9,4.1,4.1,3.9,3.8,3.7,3.8,4.0,4.1,4.3,4.2,4.1,4.3,5.1,6.0
19060,"Cumberland, MD-WV",19060,2.1,2.2,2.2,2.1,2.1,2.2,2.3,2.4,2.6,2.7,2.7,2.7,2.8,2.7,2.6,2.5,2.5,2.3,2.3,2.3,2.3,2.1,2.1,2.2,2.2,2.6,2.8,2.9,2.6,3.1,2.8,2.5,2.7,2.8,2.4,2.0,2.1,2.0,2.2,2.2,2.3,2.6,2.6
19140,"Dalton, GA",19140,2.7,2.9,2.9,2.8,2.7,2.6,2.6,2.5,2.5,2.5,2.5,2.5,2.4,2.3,2.3,2.3,2.5,2.4,2.5,2.5,2.6,2.8,3.0,3.1,3.3,3.5,3.7,3.7,3.6,3.4,3.3,3.2,3.1,3.0,2.9,2.9,3.0,3.2,3.2,3.0,3.1,3.5,4.2
19180,"Danville, IL",19180,2.1,2.1,1.9,1.8,1.7,1.6,1.6,1.6,1.7,1.7,1.7,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.7,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.7,1.7,1.5,1.5,1.5,1.6,1.7,1.7,1.7,1.8,1.8,1.8,2.0,2.2
19100,"Dallas-Fort Worth-Arlington, TX",19100,3.8,3.7,3.6,3.5,3.5,3.4,3.5,3.3,3.0,2.8,2.7,2.6,2.6,2.6,2.6,2.5,2.6,2.6,2.4,2.4,2.5,2.6,2.7,2.8,2.8,2.9,2.8,2.7,2.6,2.5,2.6,2.6,2.8,3.0,3.2,3.3,3.5,3.7,3.7,3.7,3.9,4.4,5.0
19300,"Daphne-Fairhope-Foley, AL",19300,3.6,3.4,3.2,3.1,3.1,3.0,3.0,3.0,3.0,2.8,2.8,2.9,3.0,3.1,3.2,3.3,3.3,3.4,3.4,3.3,3.4,3.5,3.6,3.7,3.8,4.4,4.8,4.6,4.4,4.2,4.1,3.8,3.7,3.6,3.6,3.6,3.5,3.6,3.7,3.7,3.7,4.5,5.4
19340,"Davenport-Moline-Rock Island, IA-IL",19340,2.2,2.2,2.1,2.2,2.1,1.9,1.8,1.7,1.6,1.6,1.7,1.7,1.8,1.9,1.9,2.0,2.0,1.9,2.0,2.0,2.1,2.1,2.3,2.4,2.5,2.6,2.5,2.3,1.9,2.2,2.3,2.2,2.3,2.2,2.2,2.3,2.3,2.3,2.3,2.3,2.3,2.5,2.6
19380,"Dayton, OH",19380,2.3,2.3,2.1,2.2,2.1,2.0,2.0,2.1,2.2,2.2,2.3,2.4,2.5,2.4,2.4,2.4,2.5,2.4,2.5,2.5,2.4,2.5,2.6,2.6,2.6,2.6,2.6,2.4,2.2,2.2,2.3,2.1,2.2,2.3,2.4,2.4,2.5,2.6,2.7,2.8,3.0,3.2,3.5
19500,"Decatur, IL",19500,1.8,1.8,1.7,1.7,1.6,1.6,1.6,1.6,1.7,1.7,1.7,1.8,1.8,1.9,1.9,1.9,1.9,1.9,1.8,1.8,1.8,1.9,2.0,2.0,2.0,2.1,2.1,1.9,2.0,2.0,2.0,2.0,1.9,1.8,1.9,1.9,1.9,1.9,1.8,1.8,1.9,2.4,2.7
19660,"Deltona-Daytona Beach-Ormond Beach, FL",19660,3.0,2.7,2.8,2.8,2.8,2.7,2.6,2.5,2.5,2.5,2.4,2.5,2.4,2.4,2.3,2.2,2.3,2.2,2.3,2.3,2.3,2.5,2.7,3.2,3.8,4.6,4.7,4.2,3.6,2.8,2.7,2.5,2.7,3.1,3.2,3.4,3.8,3.9,4.1,4.1,4.3,4.9,5.9
19740,"Denver-Aurora-Lakewood, CO",19740,3.2,3.1,3.2,3.2,3.1,3.0,3.0,2.8,2.7,2.6,2.5,2.5,2.6,2.8,3.0,3.1,3.1,3.1,3.2,3.3,3.7,4.0,4.2,4.4,4.4,4.5,4.4,4.2,3.7,3.7,3.9,3.9,4.1,4.4,4.6,5.1,5.3,5.4,5.6,5.5,5.7,6.6,7.1
19780,"Des Moines-West Des Moines, IA",19780,2.3,2.2,2.1,2.2,2.1,2.1,2.1,2.0,1.9,1.9,1.9,2.0,2.1,2.2,2.2,2.2,2.3,2.4,2.4,2.4,2.4,2.6,2.7,2.6,2.7,2.7,2.7,2.7,2.7,2.6,2.6,2.6,2.6,2.8,2.7,2.8,2.8,2.8,2.9,3.0,3.1,3.4,3.5
19820,"Detroit-Warren-Dearborn, MI",19820,2.1,2.2,2.0,1.9,1.7,1.7,1.7,1.9,2.0,2.0,2.1,2.2,2.3,2.3,2.3,2.3,2.5,2.6,2.6,2.7,2.9,3.0,3.3,3.4,3.6,3.6,3.6,3.3,3.0,2.5,2.2,2.1,2.0,2.1,2.4,2.7,2.8,2.9,3.0,3.0,3.1,3.3,3.8
19460,"Decatur, AL",19460,2.9,2.8,2.6,2.6,2.6,2.5,2.5,2.5,2.5,2.3,2.2,2.2,2.2,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.4,2.4,2.4,2.4,2.5,2.5,2.5,2.6,2.6,2.7,2.6,2.6,2.7,2.7,2.7,2.8,2.7,2.9,2.9,3.2,3.6,4.1
20020,"Dothan, AL",20020,3.0,2.8,2.7,2.7,2.7,2.6,2.5,2.5,2.4,2.3,2.2,2.2,2.3,2.4,2.4,2.5,2.5,2.6,2.6,2.6,2.6,2.7,2.7,2.8,2.8,3.0,3.2,3.2,3.2,3.1,3.0,3.0,2.9,2.9,2.9,3.0,2.9,3.0,3.0,3.0,3.0,3.5,4.1
20100,"Dover, DE",20100,2.3,2.2,2.1,2.1,2.1,2.1,2.2,2.4,2.4,2.5,2.6,2.6,2.5,2.5,2.4,2.3,2.3,2.3,2.3,2.2,2.2,2.3,2.6,2.8,3.2,3.7,4.2,4.0,3.9,3.6,3.7,3.2,3.3,3.3,3.3,3.4,3.5,3.6,3.5,3.7,3.9,4.4,4.6
20220,"Dubuque, IA",20220,2.6,2.5,2.5,2.5,2.4,2.3,2.2,2.1,2.0,1.9,1.9,2.0,2.0,2.1,2.2,2.3,2.3,2.3,2.3,2.3,2.4,2.5,2.5,2.6,2.6,2.7,2.7,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.5,2.4,2.7
20260,"Duluth, MN-WI",20260,2.2,2.1,2.2,2.3,2.2,2.1,2.1,2.0,1.9,1.8,1.8,1.8,1.9,2.0,1.9,1.9,1.9,1.9,1.9,1.9,2.1,2.3,2.5,2.7,3.0,3.1,3.3,3.2,3.2,3.0,2.9,2.8,2.7,2.6,2.7,2.7,2.8,2.8,2.8,2.8,2.8,2.9,3.2
20500,"Durham-Chapel Hill, NC",20500,3.2,3.3,3.3,3.2,3.1,3.1,3.2,3.3,3.3,3.1,3.1,3.1,3.1,3.1,3.1,3.2,3.1,3.2,3.2,3.1,3.2,3.3,3.5,3.6,3.8,4.1,4.2,4.2,4.0,4.0,4.0,3.7,3.6,3.7,3.7,4.1,4.1,4.2,4.5,4.5,4.8,5.5,6.1
20700,"East Stroudsburg, PA",20700,2.7,2.7,2.7,2.7,2.7,2.7,2.7,3.0,3.2,3.4,3.5,3.5,3.6,3.5,3.3,3.2,3.0,2.9,2.8,2.6,2.6,2.6,2.8,3.0,3.3,3.6,3.9,3.9,3.6,3.5,3.4,3.2,2.9,2.8,2.7,2.6,2.6,2.5,2.5,2.5,2.5,2.7,3.0
20740,"Eau Claire, WI",20740,2.6,2.4,2.2,2.3,2.2,2.1,2.1,2.0,2.0,2.0,2.0,2.0,2.0,2.1,2.2,2.2,2.3,2.3,2.2,2.3,2.4,2.4,2.6,2.7,2.8,2.9,2.9,2.8,2.9,2.9,2.9,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.7,2.6,2.7,3.2,3.8
20940,"El Centro, CA",20940,3.0,3.1,2.9,2.8,2.7,2.7,2.6,2.6,2.7,3.0,3.2,3.2,3.4,3.4,3.4,3.4,3.3,3.2,3.1,3.0,3.0,3.2,3.6,3.9,4.6,6.1,7.2,7.0,5.3,4.3,4.0,3.7,3.7,3.9,4.2,4.4,4.5,4.6,4.7,4.7,4.9,5.3,5.7
21060,"Elizabethtown-Fort Knox, KY",21060,3.4,3.2,2.9,2.8,2.7,2.7,2.6,2.6,2.7,2.6,2.4,2.4,2.4,2.4,2.5,2.5,2.5,2.5,2.5,2.5,2.6,2.6,2.7,2.8,2.9,3.0,3.0,3.0,3.0,3.0,3.1,3.0,3.0,2.9,3.0,3.0,3.1,3.2,3.3,3.3,3.3,3.6,4.2
21140,"Elkhart-Goshen, IN",21140,2.4,2.5,2.3,2.1,2.0,2.0,2.0,2.0,2.0,2.1,2.1,2.2,2.2,2.1,2.1,2.1,2.2,2.2,2.2,2.2,2.2,2.3,2.3,2.3,2.4,2.4,2.4,2.4,2.4,2.5,2.6,2.5,2.5,2.3,2.3,2.3,2.3,2.3,2.4,2.4,2.5,2.9,3.6
21300,"Elmira, NY",21300,1.2,1.3,1.4,1.4,1.6,1.7,1.9,2.1,2.1,2.0,2.0,1.9,1.9,1.9,1.8,1.8,1.7,1.7,1.7,1.7,1.9,1.9,1.8,2.1,2.1,2.0,2.2,1.9,2.0,1.9,2.2,2.2,2.3,2.3,2.1,2.1,2.3,2.1,2.0,2.0,2.1,2.4,2.4
21340,"El Paso, TX",21340,2.7,2.8,3.1,3.1,3.1,3.1,3.1,2.9,2.7,2.8,2.7,2.7,2.7,2.8,2.8,2.7,2.8,2.6,2.6,2.5,2.5,2.6,2.7,2.7,2.8,3.2,3.6,3.6,3.6,3.5,3.5,3.4,3.4,3.5,3.4,3.4,3.4,3.5,3.4,3.5,3.6,4.0,4.5
21420,"Enid, OK",21420,2.8,2.7,2.8,2.9,2.7,2.6,2.5,2.2,2.0,1.8,1.8,1.8,1.8,1.9,2.0,2.0,2.1,2.0,2.1,2.1,2.0,2.1,2.1,2.2,2.2,2.1,2.2,2.2,2.3,2.4,2.4,2.3,2.1,2.1,2.2,2.2,2.3,2.2,2.1,2.0,2.0,2.1,2.2
21500,"Erie, PA",21500,2.2,2.1,2.1,2.0,2.0,1.9,2.0,2.1,2.2,2.2,2.2,2.3,2.3,2.4,2.4,2.5,2.5,2.5,2.5,2.4,2.4,2.5,2.4,2.4,2.5,2.5,2.5,2.3,2.3,2.2,2.5,2.5,2.5,2.5,2.6,2.5,2.3,2.3,2.3,2.4,2.5,2.6,2.7
21660,"Eugene, OR",21660,2.9,2.8,2.6,2.5,2.3,2.3,2.2,2.2,2.2,2.3,2.6,2.7,2.9,2.9,3.2,3.4,3.6,3.5,3.5,3.5,3.5,3.6,3.8,4.0,4.3,5.0,5.5,5.5,5.2,4.9,4.8,4.5,4.4,4.5,4.6,4.7,4.9,5.2,5.4,5.5,5.9,6.7,7.4
21780,"Evansville, IN-KY",21780,2.4,2.3,2.2,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.0,2.1,2.1,2.1,2.2,2.1,2.2,2.1,2.1,2.2,2.2,2.3,2.4,2.4,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.6,2.6,2.8,3.3
22180,"Fayetteville, NC",22180,3.7,3.5,3.3,3.2,3.2,3.3,3.3,3.3,3.3,3.3,3.3,3.2,3.1,3.0,3.1,3.1,3.1,3.1,3.1,3.0,3.0,3.1,3.2,3.2,3.2,3.3,3.5,3.5,3.6,3.6,3.7,3.6,3.5,3.4,3.4,3.3,2.9,2.9,2.9,3.0,3.2,3.6,4.0
21820,"Fairbanks, AK",21820,2.5,2.6,2.9,2.9,3.0,2.8,2.9,2.5,2.6,2.2,2.3,2.3,2.4,2.5,2.6,2.6,2.6,2.7,2.7,2.6,2.6,2.6,2.8,2.9,3.1,3.3,3.4,3.4,3.3,3.4,3.5,3.5,3.4,3.5,3.3,3.3,3.3,3.4,3.5,3.5,3.6,4.2,4.5
22140,"Farmington, NM",22140,2.5,2.5,2.8,2.9,2.9,2.9,3.1,3.1,2.9,2.6,2.4,2.3,2.4,2.4,2.5,2.6,2.7,2.7,2.8,2.8,2.8,3.1,3.3,3.4,3.6,3.9,4.2,4.3,4.1,4.0,3.9,3.8,3.8,3.7,3.8,3.4,3.5,3.6,3.9,4.1,4.2,4.5,5.0
22020,"Fargo, ND-MN",22020,3.3,3.6,2.7,3.1,3.3,3.0,2.9,2.8,2.5,2.4,2.3,2.4,2.4,2.5,2.5,2.6,2.5,2.5,2.5,2.5,2.5,2.5,2.6,2.7,2.9,3.0,3.0,3.1,3.1,2.9,3.0,2.9,2.9,3.1,3.2,3.3,3.4,3.3,3.4,3.4,3.6,3.8,4.1
22220,"Fayetteville-Springdale-Rogers, AR-MO",22220,4.0,4.0,3.9,3.9,3.6,3.7,3.6,3.4,3.2,3.1,3.1,3.0,3.1,3.1,3.2,3.3,3.3,3.2,3.1,3.0,3.0,3.1,3.1,3.1,3.3,3.5,3.4,3.4,3.3,2.9,2.8,2.5,2.8,2.9,2.9,3.0,3.1,3.2,3.3,3.3,3.4,3.9,4.7
22380,"Flagstaff, AZ",22380,3.2,3.2,3.1,3.3,3.3,3.3,3.3,3.3,3.2,3.2,3.1,3.1,3.1,3.2,3.3,3.6,3.7,3.7,3.7,3.6,3.6,3.8,4.0,4.3,4.8,5.7,6.5,6.4,5.9,5.5,5.1,4.8,4.5,4.7,4.9,5.1,5.2,5.3,5.6,5.7,6.0,6.7,7.9
22420,"Flint, MI",22420,1.7,1.8,1.6,1.5,1.4,1.3,1.4,1.5,1.6,1.6,1.7,1.7,1.8,1.7,1.7,1.8,1.9,2.0,2.1,2.2,2.3,2.4,2.6,2.7,2.8,2.9,2.8,2.6,2.4,2.3,2.1,1.9,1.8,1.9,2.1,2.2,2.2,2.3,2.3,2.4,2.5,2.8,3.2
22500,"Florence, SC",22500,2.6,2.7,2.7,2.6,2.5,2.5,2.5,2.5,2.4,2.4,2.3,2.3,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.5,2.4,2.6,2.7,2.7,2.8,2.8,2.8,2.8,3.0,2.9,2.9,3.0,3.3,3.2,3.1,3.3,3.4,3.3,3.3,3.2,3.5,3.7,4.1
22520,"Florence-Muscle Shoals, AL",22520,3.1,3.0,2.8,2.8,2.9,2.8,2.8,2.8,2.7,2.5,2.4,2.3,2.3,2.4,2.4,2.5,2.4,2.5,2.5,2.6,2.7,2.9,2.9,2.9,2.9,2.9,3.0,3.0,3.1,3.1,3.1,2.9,2.8,2.7,2.8,2.9,3.0,3.0,3.1,3.2,3.2,3.6,4.3
22540,"Fond du Lac, WI",22540,1.9,1.8,1.7,1.8,1.7,1.7,1.7,1.7,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.7,1.8,1.8,1.8,1.8,1.8,1.8,1.9,1.9,2.0,2.1,2.1,2.1,2.1,2.0,2.0,1.9,1.9,2.2,2.2,2.1,2.1,2.2,2.3,2.2,2.3,2.6,2.7
22660,"Fort Collins, CO",22660,4.1,3.9,3.7,3.9,3.8,3.8,3.7,3.6,3.4,3.2,3.2,3.2,3.2,3.4,3.8,3.8,3.9,3.8,3.8,3.9,4.1,4.3,4.6,4.7,4.9,4.9,5.0,4.8,4.7,4.6,4.5,4.5,4.5,4.7,4.8,5.1,5.3,5.5,5.6,5.5,5.7,6.6,7.7
22900,"Fort Smith, AR-OK",22900,2.9,2.8,2.6,2.8,2.6,2.6,2.6,2.5,2.3,2.3,2.2,2.2,2.3,2.3,2.3,2.4,2.4,2.4,2.4,2.4,2.4,2.5,2.5,2.6,2.7,2.7,2.8,2.8,2.8,2.9,2.9,2.9,2.9,2.8,2.8,2.9,2.9,2.9,2.9,2.9,2.9,3.3,3.9
23060,"Fort Wayne, IN",23060,2.6,2.6,2.4,2.3,2.2,2.2,2.2,2.2,2.1,2.1,2.0,2.1,2.1,2.0,2.0,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.2,2.2,2.2,2.3,2.2,2.0,1.9,2.0,2.1,1.9,2.2,2.2,2.2,2.3,2.4,2.5,2.6,2.7,2.8,3.0,3.4
23420,"Fresno, CA",23420,3.7,3.8,3.6,3.4,3.3,3.2,3.2,3.1,3.0,2.9,3.0,3.1,3.2,3.2,3.1,3.0,2.9,2.8,2.8,2.7,2.7,3.2,3.7,4.5,5.6,6.7,6.4,5.9,4.3,3.1,3.3,3.1,3.4,4.1,4.4,4.7,4.8,4.9,5.0,4.9,5.1,5.8,6.2
23460,"Gadsden, AL",23460,2.8,2.7,2.6,2.5,2.5,2.4,2.4,2.3,2.3,2.2,2.2,2.2,2.3,2.3,2.2,2.3,2.3,2.4,2.5,2.5,2.5,2.7,2.8,2.8,2.8,3.0,3.0,3.0,2.9,2.9,2.8,2.9,2.8,2.7,2.6,2.6,2.6,2.5,2.6,2.6,2.7,3.1,3.7
23580,"Gainesville, GA",23580,3.1,3.2,3.2,3.1,3.1,3.0,3.0,3.0,2.9,2.9,2.9,2.9,2.8,2.8,2.7,2.7,2.8,2.8,2.9,2.9,3.0,3.2,3.4,3.5,3.6,3.8,3.9,4.0,3.9,3.9,3.7,3.4,3.3,3.2,3.3,3.3,3.3,3.4,3.5,3.6,3.7,4.4,5.6
23540,"Gainesville, FL",23540,3.2,3.3,3.4,3.3,3.3,3.2,3.2,3.2,3.2,3.3,3.5,3.4,3.5,3.6,3.6,3.6,3.7,3.7,3.7,3.7,3.8,4.0,4.4,4.7,5.1,5.5,6.2,5.8,5.2,4.5,4.6,4.0,4.0,4.0,4.0,3.9,4.2,4.4,4.5,4.5,4.6,5.1,5.5
23900,"Gettysburg, PA",23900,2.4,2.3,2.3,2.2,2.1,2.1,2.2,2.4,2.5,2.5,2.5,2.5,2.6,2.5,2.5,2.5,2.5,2.5,2.5,2.4,2.5,2.6,2.7,2.7,3.1,3.5,3.9,3.8,3.8,3.6,3.6,3.5,3.4,3.2,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.3,3.7
24020,"Glens Falls, NY",24020,2.1,2.1,2.2,2.1,2.3,2.5,2.8,3.0,3.0,2.8,2.8,2.7,2.6,2.5,2.4,2.3,2.2,2.1,2.1,2.1,2.1,2.2,2.5,2.7,2.9,3.4,3.5,3.6,3.4,3.1,2.9,3.0,3.0,3.0,3.1,3.1,3.1,2.9,2.8,3.0,3.2,3.5,3.6
24140,"Goldsboro, NC",24140,3.6,3.4,3.3,3.1,3.1,3.1,3.1,3.0,2.9,2.8,2.8,2.8,2.9,2.8,2.8,2.9,2.9,2.9,2.9,2.8,2.9,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.9,2.9,2.9,2.8,2.8,2.9,2.8,2.8,2.7,2.6,2.7,2.6,2.5,3.0,3.7
24340,"Grand Rapids-Wyoming, MI",24340,1.9,2.0,2.0,1.9,1.8,1.8,1.8,1.8,1.8,2.0,2.1,2.1,2.1,2.1,2.0,2.0,2.1,2.2,2.2,2.3,2.4,2.5,2.6,2.7,2.7,2.8,2.7,2.6,2.0,1.7,1.9,2.0,2.2,2.4,2.5,2.6,2.7,2.9,3.1,3.2,3.3,3.7,4.2
24580,"Green Bay, WI",24580,2.6,2.4,2.1,2.3,2.2,2.1,2.0,2.0,2.0,2.0,2.1,2.0,2.2,2.3,2.4,2.3,2.4,2.5,2.5,2.4,2.5,2.6,2.7,2.8,2.9,3.2,3.1,3.0,2.8,2.7,2.6,2.6,2.6,2.6,2.7,2.6,2.6,2.7,2.8,2.9,3.1,3.5,3.8
24260,"Grand Island, NE",24260,2.6,2.5,2.4,2.4,2.2,2.1,2.2,2.0,1.9,1.9,1.8,1.7,1.7,1.8,1.9,1.9,2.0,2.1,2.1,2.1,2.2,2.3,2.3,2.2,2.2,2.2,2.2,2.2,2.1,2.2,2.1,2.1,2.1,2.1,2.1,2.2,2.2,2.3,2.6,2.6,2.7,2.8,3.1
24500,"Great Falls, MT",24500,2.7,2.6,2.7,2.6,2.9,2.8,2.8,2.6,2.6,2.5,2.5,2.4,2.4,2.6,2.7,2.8,2.8,2.8,2.8,2.7,2.8,2.9,3.0,3.1,3.2,3.4,3.5,3.7,3.8,3.9,3.9,3.9,4.0,4.1,4.0,4.1,4.1,4.1,4.1,4.1,4.1,4.4,5.1
24220,"Grand Forks, ND-MN",24220,3.2,3.4,2.6,2.9,3.2,3.0,2.9,2.7,2.5,2.5,2.4,2.4,2.4,2.5,2.6,2.6,2.6,2.5,2.5,2.5,2.4,2.5,2.5,2.6,2.6,2.8,2.8,2.8,2.8,2.8,2.9,2.9,3.1,3.2,3.0,3.3,3.3,3.4,3.4,3.4,3.3,3.3,3.5
24300,"Grand Junction, CO",24300,3.1,3.0,3.5,3.4,2.9,2.6,2.5,2.5,2.5,2.5,2.6,2.6,2.5,2.7,2.9,3.0,3.1,3.1,3.1,3.2,3.3,3.5,3.8,3.9,4.2,4.5,4.7,4.8,4.7,4.8,4.7,4.3,4.2,4.3,4.3,4.5,4.6,4.9,5.0,5.0,5.0,5.7,6.5
24540,"Greeley, CO",24540,3.2,3.2,3.4,3.4,3.2,3.1,3.1,3.0,2.8,2.7,2.5,2.5,2.5,2.6,2.8,2.9,3.0,3.0,3.1,3.1,3.2,3.6,4.0,4.2,4.3,4.4,4.4,4.0,3.9,3.7,3.5,3.7,3.6,3.5,3.5,3.8,4.2,4.5,4.7,4.8,4.8,5.1,5.7
24660,"Greensboro-High Point, NC",24660,3.3,3.3,3.3,3.1,3.1,3.2,3.2,3.2,3.1,3.1,3.0,2.9,2.9,2.9,2.9,2.9,3.1,3.1,3.2,3.1,3.1,3.3,3.4,3.4,3.5,3.6,3.6,3.5,3.4,3.1,3.1,3.0,2.9,3.1,3.1,3.4,3.2,3.2,3.2,3.4,3.6,3.9,4.6
24420,"Grants Pass, OR",24420,4.2,4.0,4.0,3.9,3.7,3.6,3.5,3.3,3.2,3.3,3.5,3.7,3.9,4.0,4.0,4.1,4.1,4.0,4.0,3.9,4.0,4.4,4.8,5.4,6.3,7.6,8.2,8.0,7.5,6.9,6.1,5.7,5.5,5.8,6.2,6.6,6.7,6.9,6.9,7.0,7.3,8.6,9.6
24860,"Greenville-Anderson-Mauldin, SC",24860,2.6,2.7,2.6,2.6,2.5,2.5,2.5,2.5,2.5,2.6,2.6,2.7,2.9,2.9,2.9,2.9,3.3,3.4,3.2,3.1,3.2,3.2,3.3,3.4,3.3,3.5,3.6,3.5,3.5,3.2,3.4,3.3,3.4,3.6,3.6,3.7,3.7,3.7,3.9,3.9,4.0,4.5,5.2
25060,"Gulfport-Biloxi-Pascagoula, MS",25060,3.6,3.1,3.0,3.1,3.1,3.2,3.1,2.9,2.7,2.5,2.4,2.3,2.3,2.3,2.4,2.4,2.5,2.5,2.5,2.5,2.5,2.6,2.7,2.8,2.9,3.2,3.5,3.5,3.1,3.0,2.8,2.4,2.3,2.5,2.6,2.8,2.8,2.8,2.9,3.1,3.4,3.5,3.8
24780,"Greenville, NC",24780,4.2,4.2,4.0,3.7,3.7,3.6,3.6,3.5,3.4,3.2,3.1,3.1,3.1,3.1,3.2,3.2,3.2,3.2,3.2,3.2,3.3,3.5,3.6,3.6,3.7,3.8,3.8,3.8,3.9,3.8,3.8,3.6,3.6,3.5,3.4,3.4,3.3,3.5,3.4,3.5,3.6,4.6,5.9
25260,"Hanford-Corcoran, CA",25260,2.5,2.6,2.5,2.4,2.3,2.4,2.5,2.6,2.9,3.1,2.9,2.9,2.8,2.6,2.5,2.3,2.2,2.2,2.4,2.5,2.7,2.9,3.5,3.9,4.5,5.0,5.6,5.0,4.2,3.5,3.6,2.9,3.0,3.5,3.8,3.9,4.0,4.0,4.1,4.2,4.4,5.0,5.2
25420,"Harrisburg-Carlisle, PA",25420,2.6,2.6,2.8,2.5,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.5,2.4,2.4,2.4,2.4,2.3,2.3,2.4,2.5,2.5,2.6,2.7,2.8,2.9,2.9,2.8,2.8,2.7,2.7,2.6,2.6,2.7,2.6,2.6,2.6,2.7,2.8,2.9,3.1
25500,"Harrisonburg, VA",25500,4.2,4.0,3.7,3.6,3.5,3.3,3.1,3.1,3.3,3.3,3.3,3.3,3.4,3.4,3.4,3.4,3.5,3.5,3.5,3.4,3.4,3.4,3.5,3.6,3.8,4.4,4.7,4.7,4.6,4.6,4.3,4.2,4.0,4.0,4.1,4.1,4.1,4.1,4.0,4.0,3.9,4.2,4.8
25540,"Hartford-West Hartford-East Hartford, CT",25540,3.4,3.4,3.2,3.2,3.2,3.3,3.5,4.1,4.4,4.1,3.8,3.6,3.4,3.2,3.2,3.1,3.1,3.0,2.9,2.9,3.0,3.1,3.3,3.7,3.9,4.2,4.1,4.1,3.7,3.5,3.7,3.5,3.4,3.3,3.2,3.1,3.2,3.1,3.1,3.1,3.3,3.6,3.8
